5.000e-02	1.167e+00
7.500e-02	2.450e+00
1.000e-01	3.566e+00
1.250e-01	4.483e+00
1.500e-01	5.238e+00
1.750e-01	5.872e+00
2.000e-01	6.413e+00
2.250e-01	6.884e+00
2.500e-01	7.302e+00
2.750e-01	7.679e+00
3.000e-01	8.024e+00
3.250e-01	8.345e+00
3.500e-01	8.648e+00
3.750e-01	8.937e+00
4.000e-01	9.217e+00
4.250e-01	9.490e+00
4.500e-01	9.762e+00
4.750e-01	1.003e+01
5.000e-01	1.031e+01
5.250e-01	1.059e+01
5.500e-01	1.089e+01
5.750e-01	1.120e+01
6.000e-01	1.153e+01
6.250e-01	1.189e+01
6.500e-01	1.229e+01
6.750e-01	1.274e+01
7.000e-01	1.325e+01
7.250e-01	1.384e+01
7.500e-01	1.456e+01
7.750e-01	1.544e+01
8.000e-01	1.658e+01
8.250e-01	1.810e+01
